country,year,Access to electricity (% of population),Access to clean fuels for cooking,Renewable-electricity-generating-capacity-per-capita,Renewable energy share in the total final energy consumption (%),Electricity from fossil fuels (TWh),Electricity from nuclear (TWh),Electricity from renewables (TWh),Low-carbon electricity (% electricity),Primary energy consumption per capita (kWh/person),Energy intensity level of primary energy (MJ/$2017 PPP GDP),Value_co2_emissions_kt_by_country,Renewables (% equivalent primary energy),gdp_growth,gdp_per_capita,Density_(P/Km2),Land Area(Km2),Latitude,Longitude,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_demand_per_capita,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy;;;;;;;;;;;;,cluster
Canada,2010.0,100.0,100.0,,21.88,130.08,85.53,366.21,77.64257,110485.93,7.16,537010.0098,27.789688,3.08949462,47562.08343,4.0,9984670.0,56.130366,-106.346771,CAN,33963416.0,1406355374080.0,16.538,1.477,306.462,10.408,303.267,10.3,1.697,0.277,214.783,2.466,6.907,8449.835,286.985,2545.386,86.45,6.883,26.532,12130.962,412.009,14.241,7.648,582.01,17136.381,607.03,20.645,0.936,34.781,110485.93,2.668,3.228,77.219,4308.459,146.33,72701.617,2469.195,24.106,65.802,2.056,18.446,915.721,1554.025,52.78,26961.98,-3.521,-54.597,44044.77,1495.911,8.695,24.403,130.38,-4.693,-54.342,975.296,10346.133,351.39,28716.08,57.887,25.991,-2.419,-42.438,1283.284,13564.597,460.7,37784.305,75.894,34.198,-25.02,-4.299,0.629,0.029,239.784,2650.793,90.03,7060.056,14.831,6.39,4.27,51.866,1266.489,209.048,7.1,37289.805,4.883,86.968,55004.227,1868.131,1.17,33.751,32.872,10.298,,15.159,4.327,303.196,,967.862,1.696,,0.876,17873.055,3752.479,-3.112,-42.466,1043.5,10913.803,370.67,30724.25,61.063,27.808,134.455,0.405,0.709,7.655,0.26,20.885,0.043,0.019,31.356,5.666,24.215,256.747,8.72,712.964,1.437,0.645;;;;;;;;;;;;,resource_rich
Canada,2011.0,100.0,100.0,,21.84,131.3,88.29,391.95,78.52962,113449.32,7.09,549289.978,28.62637,3.146881372,52223.69611,4.0,9984670.0,56.130366,-106.346771,CAN,34323536.0,1454221426688.0,61.271,6.377,489.05,16.786,297.464,10.21,1.6,0.431,206.182,-9.847,-28.259,7537.863,258.726,2327.849,79.9,0.107,0.441,12016.543,412.45,12.518,6.644,601.59,17527.041,638.27,21.004,3.771,141.502,113449.32,2.678,2.559,63.195,4330.556,148.64,73780.0,2532.39,23.288,65.033,9.805,89.787,1005.508,1821.782,62.53,29294.998,0.99,14.802,44013.918,1510.713,9.797,25.822,131.6,6.927,61.196,1036.492,10946.424,375.72,30197.703,58.865,26.618,7.498,78.307,1361.592,14265.139,489.63,39669.328,76.712,34.967,-36.68,-6.097,3.232,6.242,246.025,2707.763,92.94,7167.829,14.561,6.318,0.132,1.667,1268.156,180.925,6.21,36947.137,5.914,110.49,57646.199,1978.621,0.973,32.567,32.604,10.214,,-0.814,-0.267,297.574,,949.916,1.6,,0.837,18595.695,3893.982,8.506,72.066,1115.566,11557.376,396.69,32501.496,62.151,28.648,123.715,0.868,1.577,16.607,0.57,45.95,0.089,0.041,16.785,3.892,28.107,296.881,10.19,818.877,1.597,0.722;;;;;;;;;;;;,resource_rich
Canada,2012.0,100.0,100.0,,22.17,124.2,89.49,398.58,79.71483,112586.7,7.03,546210.022,28.976913,1.762222549,52669.08996,4.0,9984670.0,56.130366,-106.346771,CAN,34691876.0,1479829618688.0,30.502,5.12,631.445,21.906,314.483,10.91,1.714,0.561,193.389,-5.147,-13.316,7073.982,245.41,1999.027,69.35,0.575,2.373,11957.354,414.823,10.895,6.283,589.79,17000.811,636.54,20.907,0.305,11.862,112586.703,2.639,-0.286,-7.251,4005.837,138.97,72787.633,2525.139,21.832,64.65,-1.121,-11.273,994.235,1822.905,63.24,28659.021,-0.507,-7.661,43325.762,1503.052,9.935,25.455,123.1,1.209,6.176,1042.668,10961.355,380.27,30055.105,59.74,26.695,2.579,19.113,1380.705,14342.552,497.57,39799.074,78.168,35.35,-46.75,-7.927,1.36,1.836,247.861,2715.333,94.2,7144.64,14.799,6.346,1.367,17.338,1285.495,183.905,6.38,37054.625,7.513,148.656,61319.188,2127.278,1.002,32.912,34.839,10.914,,6.854,2.235,314.593,,1004.245,1.715,,0.892,18348.387,3905.844,2.853,17.277,1132.844,11627.218,403.37,32654.436,63.369,29.004,54.064,0.838,2.415,25.366,0.88,69.616,0.138,0.062,11.021,2.909,31.015,326.013,11.31,894.024,1.777,0.794;;;;;;;;;;;;,resource_rich
Canada,2013.0,100.0,100.0,,22.44,122.87,97.58,417.28,80.73323,114051.086,7.01,555659.9731,28.941828,2.329122506,52635.17496,4.0,9984670.0,56.130366,-106.346771,CAN,35063696.0,1514296442880.0,-1.978,-0.433,612.393,21.473,314.856,11.04,1.684,0.537,186.963,-2.475,-6.073,6825.774,239.337,2011.767,70.54,2.16,8.958,12086.044,423.781,10.758,5.985,603.81,17220.375,655.69,21.076,2.386,93.209,114051.086,2.641,1.834,46.318,3921.15,137.49,73336.75,2571.458,20.969,64.302,6.052,60.172,1054.407,1719.442,60.29,30071.188,1.075,16.151,43326.961,1519.203,9.195,26.366,122.59,3.03,25.12,1067.788,11173.665,391.79,30452.816,59.752,26.701,3.885,46.891,1427.595,14778.818,518.2,40714.336,79.031,35.698,-51.88,-8.592,9.042,20.784,268.645,2929.526,102.72,7661.622,15.666,6.718,-0.605,-7.781,1277.714,189.94,6.66,36439.789,6.832,145.336,64813.875,2272.614,1.016,31.95,35.228,11.036,,1.116,0.389,314.73,,1004.684,1.683,,0.881,18699.967,3999.053,2.742,26.107,1158.95,11849.293,415.48,33052.715,63.365,28.981,70.184,1.67,4.085,42.779,1.5,116.513,0.229,0.102,-1.468,-0.639,30.376,317.993,11.15,866.309,1.7,0.76;;;;;;;;;;;;,resource_rich
Canada,2014.0,100.0,100.0,,22.49,122.75,101.21,412.13,80.702415,113198.414,6.99,561679.9927,28.14776,2.870036075,50955.99832,4.0,9984670.0,56.130366,-106.346771,CAN,35404616.0,1557757558784.0,3.179,0.683,625.78,22.155,276.8,9.8,1.501,0.553,188.86,-4.904,-11.738,6428.521,227.599,1959.631,69.38,-0.761,-3.224,11878.59,420.557,10.625,5.679,607.36,17154.824,652.97,20.818,0.217,8.694,113198.414,2.573,1.136,29.213,3931.408,139.19,73455.703,2600.671,21.316,64.891,4.174,44.008,1098.415,1837.331,65.05,31024.635,4.655,70.713,44907.027,1589.916,9.962,27.407,123.32,-2.371,-31.555,1036.234,10803.677,382.5,29268.32,58.578,25.856,-0.693,-20.52,1407.075,14511.668,513.78,39742.711,78.684,35.109,-45.61,-7.51,3.713,8.307,276.951,3009.212,106.54,7822.464,16.316,6.91,-0.239,-3.057,1274.656,134.446,4.76,36002.543,7.352,167.093,68909.281,2439.707,0.729,31.805,31.268,9.795,,-11.24,-3.959,276.666,,883.174,1.5,,0.78,18443.074,4007.746,-1.728,-28.826,1130.124,11502.454,407.24,31920.246,62.367,28.198,41.442,1.658,5.744,59.879,2.12,162.234,0.325,0.143,14.998,4.347,34.723,362.1,12.82,980.739,1.963,0.866;;;;;;;;;;;;,resource_rich
Canada,2015.0,100.0,100.0,,22.69,125.7,96.05,417.2,80.327095,112891.76,6.91,558700.0122,28.764147,0.659176864,43596.13554,4.0,9984670.0,56.130366,-106.346771,CAN,35732120.0,1568025739264.0,-6.095,-1.35,582.253,20.805,279.58,9.99,1.511,0.518,184.365,-5.795,-13.189,6000.494,214.41,1817.972,64.96,-9.877,-41.54,10607.186,379.017,9.826,5.335,601.55,16834.992,661.08,21.056,0.289,11.566,112484.586,2.563,-0.191,-4.957,3860.393,137.94,72643.711,2595.714,20.866,64.581,0.447,4.909,1103.324,1902.49,67.98,30877.666,1.11,17.641,44989.121,1607.557,10.283,27.451,121.88,-0.081,-6.998,1029.236,10695.979,382.19,28804.221,57.813,25.607,1.497,16.524,1423.599,14640.609,523.14,39840.879,79.134,35.419,-59.53,-9.896,-5.1,-15.69,261.261,2829.387,101.1,7311.664,15.293,6.5,0.261,3.323,1277.979,139.93,5.0,35765.547,3.002,73.239,70327.359,2512.946,0.756,31.796,31.881,9.987,,1.959,0.613,279.501,,892.226,1.511,,0.793,18501.002,4019.313,3.134,32.214,1162.338,11811.223,422.04,32529.217,63.841,28.919,36.541,2.052,7.796,80.88,2.89,218.18,0.437,0.194,110.394,37.897,72.62,754.783,26.97,2032.338,4.08,1.807;;;;;;;;;;;;,resource_rich
Canada,2016.0,100.0,100.0,,22.05,122.35,95.69,426.84,81.02748,110180.79,7.1,556830.0171,29.6526,1.001394414,42315.60371,4.0,9984670.0,56.130366,-106.346771,CAN,36113532.0,1583728033792.0,-3.588,-0.746,555.434,20.059,314.564,11.36,1.7,0.503,180.678,-0.368,-0.789,5915.275,213.621,1800.433,65.02,0.419,1.586,10539.086,380.604,9.731,5.362,604.35,16734.725,668.15,21.581,-0.879,-35.319,110318.586,2.516,-2.011,-52.207,3757.04,135.68,70430.844,2543.507,20.307,63.843,-4.255,-46.945,1056.379,1822.586,65.82,29251.611,2.663,42.806,45699.285,1650.363,9.851,26.516,120.72,0.848,2.581,1031.817,10672.73,385.43,28571.479,57.686,25.899,1.58,16.888,1440.487,14744.334,532.47,39887.746,79.693,36.157,-63.8,-10.557,-0.373,-2.515,258.746,2788.982,100.72,7164.793,15.074,6.495,-0.35,-4.473,1273.506,134.022,4.84,35263.957,1.282,32.221,70476.812,2545.167,0.724,31.966,36.262,11.36,,13.741,4.381,314.55,,1004.109,1.7,,0.91,18501.375,3983.994,2.025,19.404,1181.741,11955.352,431.75,32722.955,64.619,29.662,39.288,2.999,10.795,111.593,4.03,298.91,0.603,0.271,14.71,10.189,82.809,856.466,30.93,2293.022,4.629,2.079;;;;;;;;;;;;,resource_rich
Canada,2017.0,100.0,100.0,,22.47,113.7,95.57,435.43,82.36389,110509.586,7.17,568080.0171,29.67364,3.039880225,45129.35644,4.0,9984670.0,56.130366,-106.346771,CAN,36554344.0,1631871434752.0,17.931,3.597,647.132,23.655,305.025,11.15,1.665,0.586,172.011,3.737,7.983,6062.338,221.605,1718.264,62.81,-2.907,-11.066,10109.271,369.538,9.38,5.488,607.37,16615.535,669.61,21.3,1.36,54.184,110470.539,2.475,1.378,35.054,3506.834,128.19,70540.469,2578.561,19.144,63.855,3.788,40.012,1096.391,1681.332,61.46,29993.445,3.776,62.322,46853.109,1712.685,9.178,27.151,115.18,2.375,18.295,1050.112,10794.613,394.59,28727.408,58.928,26.005,2.268,19.13,1459.618,14811.372,541.42,39930.078,80.856,36.145,-62.24,-10.247,-0.128,-1.851,256.895,2752.067,100.6,7027.762,15.024,6.362,-1.016,-12.941,1260.565,107.238,3.92,34484.688,8.124,206.769,75283.406,2751.936,0.585,31.216,35.578,11.145,,-1.887,-0.684,304.895,,973.285,1.664,,0.881,18318.207,4038.178,2.802,20.981,1202.723,12059.306,440.82,32902.316,65.832,29.784,-11.373,-1.284,9.511,97.663,3.57,260.181,0.533,0.236,1.877,1.058,83.867,862.004,31.51,2294.307,4.706,2.077;;;;;;;;;;;;,resource_rich
Canada,2018.0,100.0,100.0,,21.99,112.47,95.03,428.39,82.31297,110059.28,7.1,580090.0269,28.814518,2.777040554,46548.52036,4.0,9984670.0,56.130366,-106.346771,CAN,37035260.0,1677189185536.0,3.286,0.777,659.715,24.433,284.594,10.54,1.593,0.597,170.791,-18.342,-40.646,4886.126,180.959,1431.609,53.02,-8.151,-30.122,9164.674,339.416,8.015,4.424,613.31,16560.164,661.51,20.565,1.287,51.99,110439.844,2.439,3.102,79.99,3450.225,127.78,71784.305,2658.55,19.316,64.999,7.343,80.511,1176.902,1910.072,70.74,31777.881,3.216,55.083,47732.031,1767.768,10.694,28.774,112.98,-2.203,-29.141,1020.97,10419.53,385.89,27567.516,58.335,24.962,-1.222,-28.0,1431.618,14411.4,533.73,38655.531,80.684,35.001,-48.2,-7.859,-0.56,-2.933,253.962,2700.939,100.03,6857.303,15.121,6.209,3.183,40.124,1300.689,108.545,4.02,35120.293,8.926,245.639,80938.406,2997.575,0.608,31.8,33.651,10.542,,-5.416,-1.927,284.637,,908.619,1.594,,0.823,17861.627,4090.168,-1.365,-25.067,1177.656,11710.462,433.7,31798.229,65.562,28.792,6.246,0.535,10.046,102.605,3.8,271.248,0.574,0.246,6.212,4.689,88.556,903.733,33.47,2391.129,5.06,2.165;;;;;;;;;;;;,resource_rich
Canada,2019.0,100.0,100.0,,22.11,110.65,95.47,421.8,82.378334,107980.76,6.94,580210.022,28.586376,1.879592028,46338.34096,4.0,9984670.0,56.130366,-106.346771,CAN,37522584.0,1708858146816.0,1.317,0.322,659.724,24.755,274.768,10.31,1.572,0.609,169.916,-6.523,-11.805,4508.07,169.154,1336.262,50.14,-1.417,-4.809,8917.488,334.607,7.643,4.158,608.95,16228.894,656.03,20.459,-0.546,-22.318,108410.719,2.38,-0.237,-6.303,3371.303,126.5,70684.023,2652.247,19.283,65.2,0.819,9.64,1186.542,1943.896,72.94,31622.088,-4.045,-71.499,45206.629,1696.27,11.118,29.169,111.47,-1.069,-14.634,1006.336,10174.405,381.77,26819.475,58.194,24.739,-0.696,-16.015,1415.603,14112.302,529.53,37726.695,80.717,34.8,-47.08,-7.731,0.463,0.234,254.196,2678.12,100.49,6774.488,15.318,6.249,-0.318,-4.139,1296.55,91.145,3.42,34553.863,2.218,66.49,81659.219,3064.065,0.521,31.873,32.903,10.307,,-2.223,-0.748,274.695,,876.884,1.571,,0.809,17483.605,4067.85,-0.949,-16.249,1161.407,11434.181,429.04,30952.205,65.399,28.551,7.449,0.708,10.754,108.735,4.08,286.607,0.622,0.264,-1.78,-1.897,86.659,876.272,32.88,2309.519,5.012,2.13;;;;;;;;;;;;,resource_rich
Canada,2020.0,100.0,100.0,,,102.19,92.65,429.24,83.625496,100497.28,,,30.54215,-5.233024303,43294.64816,4.0,9984670.0,56.130366,-106.346771,CAN,37888704.0,1622144450560.0,-7.288,-1.804,605.735,22.951,252.054,9.55,1.462,0.601,160.647,-13.583,-22.976,3858.091,146.178,1063.641,40.3,-4.59,-15.357,8426.001,319.25,6.168,3.825,595.72,15722.891,653.36,22.093,-6.052,-246.167,100866.023,2.356,-9.485,-251.566,3159.517,119.71,63361.395,2400.681,18.322,62.817,-2.835,-33.637,1152.905,2015.64,76.37,30428.73,-2.366,-40.14,43710.391,1656.13,11.689,30.167,104.96,1.251,8.842,1015.178,10202.248,386.55,26793.693,59.163,26.564,0.502,5.399,1421.002,14084.673,533.65,37504.629,81.678,37.183,-57.64,-9.676,-2.967,-8.447,245.749,2573.59,97.51,6486.074,14.924,6.43,-15.036,-194.952,1101.598,80.235,3.04,29074.574,-4.342,-133.041,77358.781,2931.024,0.465,28.825,31.955,10.01,,-2.882,-0.948,264.2,,843.379,1.532,,0.836,17244.189,3821.683,1.27,13.846,1175.253,11511.083,436.14,31018.557,66.753,30.752,4.917,0.487,11.242,112.962,4.28,296.7,0.655,0.294,8.787,7.269,93.928,943.817,35.76,2479.047,5.473,2.458;;;;;;;;;;;;,resource_rich
Iceland,2000.0,100.0,100.0,,60.66,0.0,0.0,7.61,100.0,118057.81,11.18,2230.0,67.80518,4.98504277,32096.37226,3.0,103000.0,64.963051,-19.020835,ISL,281469.0,9307402240.0,,,,,0.0,0.0,0.0,,26.281,38.29,0.304,3906.903,1.1,0.0,0.0,,0.0,0.0,0.0,0.0,,7.61,27036.727,7.61,41.566,6.164,1.929,118057.812,3.57,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.2,5.108,0.913,18.778,22347.043,6.29,66715.422,82.654,,6.905,1.443,22.531,27036.727,7.61,80049.312,100.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.928,0.182,9.599,0.0,0.0,34101.602,,0.0,0.0,0.0,0.0,,3.753,1.32,1.32,16.465,0.531,4689.682,4689.682,13333.887,17.346,17.346,,27036.727,33.23,6.905,1.443,22.531,27036.727,7.61,80049.312,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,;;;;;;;;;;;;,resource_rich
Iceland,2001.0,100.0,100.0,,62.12,0.0,0.0,7.96,100.0,117792.88,10.4,2160.0,69.64024,4.013497555,28897.44394,3.0,103000.0,64.963051,-19.020835,ISL,285245.0,9632095232.0,,,,,0.0,0.0,0.0,,25.126,8.484,0.093,4182.257,1.193,0.0,0.0,,0.0,0.0,0.0,0.0,,7.96,27905.836,7.96,43.831,1.114,0.37,117792.883,3.488,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.2,3.497,0.531,19.309,22822.486,6.51,67692.305,81.784,,4.565,0.868,23.399,27905.836,7.96,82031.25,100.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,-6.154,-0.591,9.008,0.0,0.0,31579.377,,0.0,0.0,0.0,0.0,,4.09,1.45,1.45,9.693,0.337,5083.35,5083.35,14338.944,18.216,18.216,,27905.836,33.6,4.565,0.868,23.399,27905.836,7.96,82031.25,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,;;;;;;;;;;;;,resource_rich
Iceland,2002.0,100.0,100.0,,61.84,0.01,0.0,8.34,99.88023,121304.664,10.65,2240.00001,69.7559,0.559519082,32409.21615,3.0,103000.0,64.963051,-19.020835,ISL,287799.0,9623437312.0,,,,,0.0,0.0,0.0,,26.347,-0.389,-0.005,4129.039,1.188,0.0,0.0,,0.0,0.0,0.0,0.0,,8.35,29013.305,8.35,44.183,3.903,1.312,121304.664,3.628,,,34.746,0.01,,,0.12,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.22,6.057,1.037,20.346,24009.811,6.91,70696.094,82.754,,4.707,0.954,24.353,28978.559,8.34,84617.148,99.88,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,4.024,0.362,9.37,34.746,0.01,32558.469,,0.0,0.0,0.0,0.12,,4.006,1.43,1.43,-1.409,-0.084,4968.746,4968.746,13921.056,17.126,17.126,,29013.305,34.911,4.707,0.954,24.353,28978.559,8.34,84617.148,99.88,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,;;;;;;;;;;;;,resource_rich
Iceland,2003.0,100.0,100.0,,61.88,0.01,0.0,8.43,99.88152,121068.53,10.43,2230.000019,69.68164,2.142688379,39476.69785,3.0,103000.0,64.963051,-19.020835,ISL,289806.0,9810546688.0,,,0.0,0.0,0.0,0.0,0.0,,27.251,-1.823,-0.022,4025.681,1.167,0.0,0.0,,0.0,0.0,0.0,0.0,,8.44,29122.93,8.44,44.264,0.501,0.175,121068.531,3.576,,,34.506,0.01,,,0.118,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.23,1.602,0.193,20.54,24223.1,7.02,70873.711,83.175,,1.023,0.096,24.449,29088.426,8.43,84362.547,99.882,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.074,0.101,9.471,34.506,0.01,32680.311,,0.0,0.0,0.0,0.118,,3.909,1.41,1.41,-1.8,-0.097,4865.324,4865.324,13488.836,16.706,16.706,,29122.93,35.086,1.023,0.096,24.449,29088.426,8.43,84362.547,99.882,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,;;;;;;;;;;;;,resource_rich
Iceland,2004.0,100.0,100.0,,61.81,0.01,0.0,8.54,99.88304,122384.42,9.57,2319.999933,68.89618,7.802399508,47334.93065,3.0,103000.0,64.963051,-19.020835,ISL,292364.0,10591927296.0,,0.0,0.0,0.0,0.0,0.0,0.0,,26.932,4.762,0.056,4180.481,1.222,0.0,0.0,,0.0,0.0,0.0,0.0,,8.54,29210.162,8.54,43.418,1.979,0.694,122384.422,3.378,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.23,0.7,0.012,20.552,24147.979,7.06,70294.68,82.67,,1.5,0.203,24.652,29210.162,8.54,84318.188,100.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,4.604,0.436,9.907,0.0,0.0,33885.75,,0.0,0.0,0.0,0.0,,4.1,1.48,1.48,5.532,0.191,5062.183,5062.183,14023.515,17.33,17.33,,29210.162,35.781,1.5,0.203,24.652,29210.162,8.54,84318.188,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,;;;;;;;;;;;;,resource_rich
Iceland,2005.0,100.0,100.0,,62.47,0.01,0.0,8.61,99.88399,120874.47,9.16,2289.999962,68.649345,6.124438965,56794.85016,3.0,103000.0,64.963051,-19.020835,ISL,297037.0,11206861824.0,,0.0,0.0,0.0,0.0,0.0,0.0,,26.713,-4.545,-0.056,3927.681,1.167,0.0,0.0,,0.0,0.0,0.0,0.0,,8.61,28986.287,8.61,43.34,0.345,0.123,120874.469,3.204,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.23,-1.635,-0.464,20.088,23397.758,6.95,67626.812,80.72,,0.697,-0.004,24.648,28986.287,8.61,82979.539,100.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.843,0.183,10.09,0.0,0.0,33967.258,,0.0,0.0,0.0,0.0,,4.56,1.66,1.66,11.916,0.46,5588.529,5588.529,15352.726,19.28,19.28,,28986.287,35.904,0.697,-0.004,24.648,28986.287,8.61,82979.539,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,;;;;;;;;;;;;,resource_rich
Iceland,2006.0,100.0,100.0,,64.02,0.01,0.0,9.85,99.89859,129510.24,10.67,2329.999924,70.91828,6.316993086,57492.93425,3.0,103000.0,64.963051,-19.020835,ISL,304086.0,11775508480.0,,0.0,0.0,0.0,0.0,0.0,0.0,,27.411,2.381,0.028,3927.982,1.194,0.0,0.0,,0.0,0.0,0.0,0.0,,9.85,32392.154,9.85,46.238,9.687,3.478,129510.242,3.344,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.27,3.902,0.652,20.74,23743.283,7.22,68204.867,73.299,,14.379,3.281,27.929,32392.154,9.85,91846.438,100.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.676,0.169,10.259,0.0,0.0,33735.824,,0.0,0.0,0.0,0.0,,7.189,2.63,2.63,58.683,2.629,8648.869,8648.869,23641.572,26.701,26.701,,32392.154,39.382,14.379,3.281,27.929,32392.154,9.85,91846.438,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,;;;;;;;;;;;;,resource_rich
Iceland,2007.0,100.0,100.0,,67.52,0.0,0.0,11.89,100.0,144361.56,11.69,2380.000114,74.30169,8.454860096,69495.72674,3.0,103000.0,64.963051,-19.020835,ISL,311859.0,12798725120.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.754,6.977,0.083,4097.293,1.278,0.0,0.0,,0.0,0.0,0.0,0.0,2.838,11.89,38126.203,11.89,50.683,14.317,5.638,144361.562,3.518,,,0.0,0.0,37098.488,11.569,0.0,25.698,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.33,15.156,2.994,23.734,26646.66,8.31,76105.875,69.891,52.719,20.69,5.522,33.451,38126.203,11.89,107263.086,100.0,74.302,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.323,0.033,10.292,0.0,0.0,33001.195,,0.0,0.0,0.0,0.0,22.86,9.717,3.58,3.58,36.012,2.528,11479.547,11479.547,31157.211,30.109,30.109,21.583,38126.203,45.02,20.69,5.522,33.451,38126.203,11.89,107263.086,100.0,74.302,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0;;;;;;;;;;;;,resource_rich
Iceland,2008.0,100.0,100.0,,74.0,0.0,0.0,16.34,100.0,177673.47,12.92,2180.000067,81.15162,2.209496419,56943.37045,3.0,103000.0,64.963051,-19.020835,ISL,317722.0,13031114752.0,,0.0,0.0,0.0,0.0,0.0,0.0,,26.928,-13.043,-0.167,3497.117,1.111,0.0,0.0,,0.0,0.0,0.0,0.0,,16.34,51428.605,16.34,60.563,25.389,11.43,177673.469,4.332,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.44,48.056,11.188,34.922,38713.09,12.3,109913.102,75.275,,37.505,12.36,45.811,51428.605,16.34,144184.891,100.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,-7.412,-0.763,9.529,0.0,0.0,29991.457,,0.0,0.0,0.0,0.0,,10.889,4.04,4.04,12.771,1.172,12715.519,12715.519,34271.789,24.725,24.725,,51428.605,56.451,37.505,12.36,45.811,51428.605,16.34,144184.891,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,;;;;;;;;;;;;,resource_rich
