country,year,Access to electricity (% of population),Access to clean fuels for cooking,Renewable-electricity-generating-capacity-per-capita,Renewable energy share in the total final energy consumption (%),Electricity from fossil fuels (TWh),Electricity from nuclear (TWh),Electricity from renewables (TWh),Low-carbon electricity (% electricity),Primary energy consumption per capita (kWh/person),Energy intensity level of primary energy (MJ/$2017 PPP GDP),Value_co2_emissions_kt_by_country,Renewables (% equivalent primary energy),gdp_growth,gdp_per_capita,Density_(P/Km2),Land Area(Km2),Latitude,Longitude,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_demand_per_capita,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy;;;;;;;;;;;;,continent
Argentina,2010.0,98.82,99.1,239.96,8.79,78.54,6.69,34.41,34.353058,21507.703,3.26,167220.0012,11.661375,10.12539816,10385.96443,17.0,2780400.0,-38.416097,-63.616672,ARG,41100124.0,785785159680.0,,,144.122,5.923,33.577,1.38,1.095,0.67,401.587,40.029,3.851,327.787,13.472,73.236,3.01,-20.732,-0.112,10.39,0.427,2.389,1.524,134.6,3274.929,126.0,15.562,3.69,31.458,21507.703,1.125,4.353,31.778,2044.276,84.02,18534.785,761.782,66.683,86.177,0.602,2.519,420.874,1552.55,63.81,10240.216,-3.236,-13.042,9488.291,389.97,50.643,47.612,50.6,-3.635,-4.086,92.593,811.676,33.36,2252.866,26.476,10.475,8.788,-0.319,122.187,1021.408,41.98,2972.917,33.317,13.823,8.6,6.389,-11.891,-2.726,19.203,175.425,7.21,467.234,5.722,2.172,8.412,25.408,327.436,418.49,17.2,7966.783,-2.248,-8.899,9416.742,387.029,13.651,37.042,4.397,1.377,,15.848,0.601,33.512,,106.978,1.093,,0.497,3065.684,883.969,13.509,2.407,102.984,845.983,34.77,2505.684,27.595,11.65,12.888,0.0,0.0,0.0,0.0,0.006,0.0,0.0,-31.169,-0.032,0.07,0.73,0.03,1.712,0.024,0.008;;;;;;;;;;;;,South America
Argentina,2011.0,99.09535,99.3,251.14,8.83,84.43,5.89,32.43,31.217922,21894.867,3.18,176639.9994,10.929448,6.003951693,12848.8642,17.0,2780400.0,-38.416097,-63.616672,ARG,41520736.0,837742690304.0,46.423,2.75,208.889,8.673,33.477,1.39,1.073,0.954,419.878,8.511,1.147,352.081,14.619,70.085,2.91,38.461,0.164,14.24,0.591,2.247,1.608,139.16,3351.579,129.49,15.404,2.842,25.122,21894.867,1.085,4.089,31.146,2179.152,90.48,19097.164,792.928,69.874,87.222,4.164,17.524,438.398,1634.364,67.86,10558.529,-3.28,-12.792,9084.098,377.178,52.406,48.224,54.37,-6.514,-6.559,86.034,751.191,31.19,2072.072,24.087,9.464,-0.456,-6.025,116.163,939.53,39.01,2797.702,30.126,12.778,9.67,6.949,-11.234,-2.261,16.942,154.14,6.4,408.038,4.942,1.864,3.81,12.476,339.912,474.703,19.71,8186.556,-6.29,-24.344,8735.045,362.685,15.221,37.39,4.436,1.39,,0.882,0.039,33.466,,106.829,1.073,,0.488,3118.683,909.091,1.454,-3.763,99.221,785.391,32.61,2389.665,25.183,10.914,1779.148,0.004,0.004,0.0,0.0,0.107,0.0,0.0,4.887,0.003,0.073,0.723,0.03,1.767,0.023,0.008;;;;;;;;;;;;,South America
Argentina,2012.0,99.22998,99.5,252.14,8.61,91.86,5.9,30.93,28.619164,22494.715,3.3,177960.0067,10.216426,-1.026420454,13082.66433,17.0,2780400.0,-38.416097,-63.616672,ARG,41952364.0,829147447296.0,19.876,1.724,247.831,10.397,34.563,1.45,1.066,1.102,432.142,-6.495,-0.949,325.826,13.669,62.929,2.64,5.556,0.033,14.877,0.624,1.941,1.448,143.63,3423.645,136.02,15.481,3.808,34.615,22494.715,1.138,4.779,37.894,2351.0,98.63,19803.955,830.823,72.511,88.038,4.162,18.244,456.642,1817.061,76.23,10884.775,-2.722,-10.266,8745.92,366.912,56.043,48.388,58.78,-6.485,-6.067,79.967,695.074,29.16,1906.136,21.438,8.474,0.245,-3.279,112.884,891.249,37.39,2690.76,27.489,11.962,7.61,5.298,0.031,-0.097,16.845,152.554,6.4,401.518,4.705,1.785,6.06,20.6,360.511,471.01,19.76,8593.353,-1.105,-4.008,8549.646,358.678,14.527,38.202,4.639,1.453,,4.576,0.203,34.637,,110.568,1.068,,0.492,3242.249,943.706,0.278,-3.181,96.039,738.695,30.99,2289.243,22.783,10.177,406.38,0.018,0.022,0.238,0.01,0.534,0.007,0.002,1290.953,0.941,1.014,8.82,0.37,24.174,0.272,0.107;;;;;;;;;;;;,South America
Argentina,2013.0,99.342674,99.6,250.97,8.91,91.55,5.73,35.03,30.806438,23152.588,3.31,183250.0,10.950079,2.405323781,13080.25473,17.0,2780400.0,-38.416097,-63.616672,ARG,42388268.0,849088348160.0,14.478,1.505,280.795,11.902,36.095,1.53,1.097,1.213,422.23,9.292,1.27,352.44,14.939,56.148,2.38,-12.632,-0.079,12.864,0.545,1.707,1.522,147.51,3479.972,139.45,15.313,3.994,37.692,23152.588,1.156,3.247,26.973,2323.049,98.47,20236.637,857.796,70.613,87.406,0.796,3.635,460.277,1762.28,74.7,10858.592,-5.82,-21.354,8152.22,345.559,53.568,46.9,58.88,12.368,9.349,89.316,773.091,32.77,2107.085,23.499,9.101,10.632,10.718,123.602,966.777,40.98,2915.951,29.387,12.594,8.06,5.464,-3.046,-0.611,16.233,146.503,6.21,382.964,4.453,1.654,6.121,22.068,382.58,504.621,21.39,9025.606,-2.123,-7.615,8282.069,351.063,15.339,38.983,4.874,1.527,,5.079,0.236,36.022,,114.989,1.095,,0.497,3289.825,981.398,12.747,11.33,107.369,820.274,34.77,2532.988,24.934,10.94,84.438,0.019,0.041,0.472,0.02,0.969,0.014,0.004,22.574,0.221,1.236,10.616,0.45,29.149,0.323,0.126;;;;;;;;;;;;,South America
Argentina,2014.0,100.0,99.7,248.74,9.79,92.18,5.26,34.37,30.066004,22881.006,3.4,179600.0061,11.038978,-2.512615321,12334.79825,17.0,2780400.0,-38.416097,-63.616672,ARG,42824064.0,827750809600.0,16.71,1.989,324.379,13.891,34.56,1.48,1.068,1.418,424.137,6.375,0.952,371.093,15.892,59.312,2.54,-31.325,-0.171,8.744,0.374,1.833,1.622,148.4,3465.341,138.54,15.202,-0.157,-1.54,22881.006,1.184,-0.051,-0.439,2299.875,98.49,20020.451,857.357,71.091,87.498,0.277,1.273,461.55,1778.439,76.16,10777.813,-0.202,-0.7,8052.921,344.859,54.973,47.104,58.76,-1.082,-1.496,87.82,757.051,32.42,2050.716,23.401,8.963,2.012,-1.102,122.501,935.222,40.05,2860.555,28.909,12.502,9.86,6.644,-11.165,-1.899,14.334,128.666,5.51,334.728,3.977,1.463,-0.696,-2.664,379.916,462.123,19.79,8871.545,-1.324,-4.648,8089.254,346.415,14.285,38.773,4.733,1.483,,-2.887,-0.141,34.626,,110.533,1.07,,0.483,3235.097,979.858,3.765,0.797,108.166,806.556,34.54,2525.827,24.931,11.039,5.771,0.002,0.043,0.467,0.02,1.009,0.014,0.004,36.646,0.443,1.678,14.478,0.62,39.19,0.448,0.171;;;;;;;;;;;;,South America
Argentina,2015.0,99.62539,99.7,247.37,9.4,97.18,6.64,33.97,29.472387,23046.873,3.36,185550.0031,10.907397,2.731159828,13789.06042,17.0,2780400.0,-38.416097,-63.616672,ARG,43257064.0,850356666368.0,8.925,1.24,349.792,15.131,34.445,1.49,1.025,1.518,426.558,-0.488,-0.078,365.585,15.814,55.251,2.39,-40.351,-0.151,5.164,0.223,1.644,1.586,154.38,3568.897,145.42,15.691,1.743,17.082,23046.873,1.172,1.492,12.793,2403.076,103.95,20115.785,870.15,71.483,87.282,1.078,4.976,466.526,1828.834,79.11,10784.959,2.915,10.053,8204.705,354.911,54.401,46.796,62.03,-0.244,-0.736,87.084,747.624,32.34,2013.172,22.239,8.735,4.936,4.29,126.79,958.687,41.47,2931.087,28.517,12.718,8.96,5.804,27.657,3.856,18.19,162.748,7.04,420.508,4.841,1.825,2.078,7.894,387.81,518.99,22.45,8965.241,0.871,3.017,8078.019,349.431,15.438,38.9,4.748,1.487,,0.307,0.015,34.384,,109.762,1.023,,0.476,3361.763,996.94,2.349,0.434,108.6,795.939,34.43,2510.579,23.676,10.893,-7.909,-0.004,0.04,0.231,0.01,0.914,0.007,0.004,-4.222,-0.08,1.598,13.639,0.59,36.938,0.406,0.16;;;;;;;;;;;;,South America
Argentina,2016.0,99.84958,99.8,245.23,9.38,100.8,7.82,31.02,27.81438,22726.455,3.41,183160.0037,10.167007,-2.080327844,12790.24247,17.0,2780400.0,-38.416097,-63.616672,ARG,43668236.0,832669286400.0,5.989,0.906,367.251,16.037,27.022,1.18,0.802,1.616,431.92,-22.926,-3.625,279.119,12.189,44.197,1.93,-25.562,-0.057,3.808,0.166,1.311,1.228,156.7,3588.421,147.18,15.894,-0.453,-4.516,22726.455,1.192,0.005,0.044,2459.683,107.41,19927.385,870.194,72.979,87.684,3.338,15.574,482.1,1930.007,84.28,11040.063,5.047,17.912,8537.638,372.824,57.263,48.578,63.57,-7.993,-7.435,79.649,681.273,29.75,1823.965,20.213,8.026,-1.394,-4.56,122.23,910.731,39.77,2799.07,27.021,12.316,9.52,6.075,17.701,3.093,21.283,189.611,8.28,487.382,5.626,2.145,-3.07,-11.905,375.905,485.479,21.2,8608.202,-4.692,-16.394,7626.543,333.038,14.404,37.877,3.757,1.177,,-20.866,-0.991,26.954,,86.042,0.8,,0.379,3370.413,992.424,-4.106,-7.653,100.947,721.119,31.49,2311.688,21.396,10.172,-2.792,-0.001,0.038,0.229,0.01,0.875,0.007,0.004,-7.749,-0.133,1.465,12.595,0.55,33.555,0.374,0.148;;;;;;;;;;;;,South America
Argentina,2017.0,100.0,99.8,244.82,10.37,99.4,5.77,33.4,28.267298,22503.818,3.32,179320.0073,10.964719,2.818502978,14613.04182,17.0,2780400.0,-38.416097,-63.616672,ARG,44054616.0,856142118912.0,14.908,2.391,418.298,18.428,33.141,1.46,1.003,1.859,425.383,2.762,0.337,284.313,12.525,45.625,2.01,,,,,1.38,1.263,156.07,3542.648,145.61,15.738,-0.103,-1.027,22503.818,1.158,-0.367,-3.191,2402.472,105.84,19680.186,867.003,72.687,87.453,0.187,0.9,483.0,2070.385,91.21,10963.67,-0.355,-1.325,8432.689,371.499,62.64,48.719,61.94,6.189,4.432,84.082,717.065,31.59,1908.576,21.695,8.481,4.275,2.164,124.394,902.743,39.77,2823.634,27.313,12.547,10.46,6.702,-26.518,-5.736,15.547,138.238,6.09,352.91,4.182,1.568,-1.178,-4.428,371.477,286.463,12.62,8432.202,-4.811,-16.022,7195.97,317.016,8.667,37.47,4.666,1.462,,24.186,0.909,33.179,,105.915,1.004,,0.471,3305.216,991.397,9.643,7.899,108.847,764.506,33.68,2470.724,23.13,10.979,15.021,0.005,0.044,0.454,0.02,0.992,0.014,0.004,11.731,0.162,1.628,13.846,0.61,36.944,0.419,0.164;;;;;;;;;;;;,South America
Argentina,2018.0,99.98958,99.8,259.47,10.52,98.31,6.51,34.97,29.673082,22163.16,3.31,176899.9939,11.39763,-2.617396463,11795.15939,17.0,2780400.0,-38.416097,-63.616672,ARG,44413592.0,833736998912.0,-4.524,-0.834,396.144,17.594,31.972,1.42,0.967,1.787,414.294,9.452,1.184,308.67,13.709,45.707,2.03,,,,,1.383,1.393,156.34,3520.094,146.78,16.041,-0.711,-7.052,22163.16,1.181,-1.343,-11.647,2357.161,104.69,19258.883,855.356,71.324,86.896,0.833,4.021,487.021,2146.865,95.35,10965.594,6.12,22.734,8876.401,394.233,64.961,49.477,60.81,2.166,1.319,85.401,726.805,32.28,1922.847,21.992,8.676,2.548,4.595,128.989,947.683,42.09,2904.279,28.676,13.104,9.56,6.115,12.878,1.9,17.447,154.682,6.87,392.826,4.68,1.772,-4.536,-16.852,354.626,164.589,7.31,7984.619,1.105,3.503,7216.689,320.519,4.98,36.027,4.524,1.417,,-3.043,-0.142,31.91,,101.862,0.966,,0.46,3304.844,984.346,1.341,2.696,111.543,793.0,35.22,2511.452,23.995,11.332,558.646,0.242,0.286,2.477,0.11,6.441,0.075,0.029,131.004,2.11,3.738,31.747,1.41,84.157,0.961,0.38;;;;;;;;;;;;,South America
Argentina,2019.0,100.0,99.9,283.38,10.74,90.56,7.97,34.63,31.991589,20725.168,3.35,168100.0061,11.926772,-2.025934237,10056.63794,17.0,2780400.0,-38.416097,-63.616672,ARG,44745516.0,817053892608.0,2.137,0.376,401.607,17.97,33.076,1.48,1.061,1.938,397.621,-40.741,-5.585,181.559,8.124,26.148,1.17,,,,,0.839,0.876,150.22,3357.208,139.53,16.286,-5.789,-56.987,20725.168,1.135,-6.992,-59.811,2152.394,96.31,17779.336,795.546,69.025,85.786,-4.401,-21.432,465.589,2040.651,91.31,10405.27,5.56,21.92,9300.431,416.153,65.441,50.206,55.48,-14.79,-12.899,72.501,614.587,27.5,1620.299,19.709,7.818,2.522,2.823,131.813,965.907,43.22,2945.832,30.975,14.214,10.69,7.116,22.846,3.907,21.354,188.622,8.44,477.227,6.049,2.303,-9.247,-32.793,321.832,85.595,3.83,7192.507,22.748,72.913,8792.648,393.432,2.745,34.704,4.711,1.476,,4.123,0.187,32.979,,105.275,1.058,,0.508,3118.301,927.358,-0.123,-1.084,110.459,777.285,34.78,2468.605,24.927,11.911,639.571,1.822,2.108,17.879,0.8,47.11,0.573,0.227,253.636,9.431,13.169,111.743,5.0,294.314,3.583,1.42;;;;;;;;;;;;,South America
Argentina,2020.0,100.0,99.9,311.28,,91.58,10.06,37.05,33.967842,19314.066,,,12.179417,-9.895268964,8579.017773,17.0,2780400.0,-38.416097,-63.616672,ARG,45036032.0,735814221824.0,-46.322,-8.324,214.184,9.646,48.85,2.2,1.521,1.109,394.704,23.281,1.891,222.385,10.015,36.415,1.64,,,,,1.134,1.151,149.35,3316.234,144.64,18.221,-6.204,-57.53,19314.059,1.182,-7.293,-58.023,2176.258,98.01,16376.283,737.523,67.761,84.789,-5.644,-26.277,439.312,1969.978,88.72,9754.688,-7.984,-33.227,8502.643,382.925,61.338,50.506,57.09,-13.942,-10.338,62.163,525.579,23.67,1380.305,16.365,7.147,-8.019,0.493,132.306,1035.393,46.63,2937.775,32.239,15.211,4.71,3.154,18.584,3.875,25.229,222.266,10.01,560.2,6.921,2.9,-10.452,-33.637,288.195,169.864,7.65,6399.211,-0.289,-1.137,8710.676,392.294,5.289,33.132,7.021,2.2,,49.055,2.311,48.839,,155.905,1.521,,0.807,3211.651,869.829,-12.277,-3.382,107.077,813.127,36.62,2377.575,25.318,12.31,68.108,1.423,3.531,29.754,1.34,78.397,0.926,0.406,88.365,11.546,24.715,208.944,9.41,548.784,6.506,2.841;;;;;;;;;;;;,South America
Brazil,2000.0,94.391716,89.0,364.68,42.66,28.87,4.94,308.77,91.57278,13400.32,3.88,313670.0,43.288433,4.387949444,3749.910848,25.0,8515770.0,-14.235004,-51.92528,BRA,175873712.0,1739727962112.0,-12.863,-11.085,426.961,75.091,44.691,7.86,2.253,3.186,89.445,6.61,9.374,859.603,151.181,62.147,10.93,19.535,5.103,177.555,31.227,3.132,6.415,391.92,2228.417,348.93,20.138,4.531,102.146,13400.32,1.355,5.958,75.306,174.102,30.62,7615.244,1339.321,8.775,56.829,24.608,19.165,97.045,23.142,4.07,551.788,0.747,0.572,438.366,77.097,1.166,4.118,31.21,3.892,33.719,900.117,1730.787,304.4,5117.975,87.238,38.193,0.476,26.84,1017.443,1809.878,318.31,5785.077,91.225,43.171,42.99,10.969,52.024,5.871,17.156,34.4,6.05,97.545,1.734,0.728,4.478,46.768,1091.095,88.814,15.62,6203.854,12.761,88.3,4436.396,780.245,4.477,46.296,25.076,7.855,,-6.216,-1.662,44.665,,142.579,2.251,,1.064,1983.98,2356.764,-0.053,20.969,1000.287,1775.479,312.26,5687.531,89.491,42.443,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,-0.003,0.003,0.0,0.0,0.017,0.0,0.0;;;;;;;;;;;;,South America
Brazil,2001.0,96.016525,89.7,367.36,41.33,35.19,14.27,273.71,89.111,12893.828,3.9,319380.0,39.11162,1.389896404,3160.249345,25.0,8515770.0,-14.235004,-51.92528,BRA,178211888.0,1785513115648.0,-6.261,-4.702,394.977,70.39,50.614,9.02,2.745,3.063,105.737,-1.583,-2.393,834.894,148.788,62.173,11.08,-14.149,-4.418,150.432,26.809,3.372,6.475,366.4,2055.979,328.55,18.959,-2.5,-58.931,12893.828,1.287,2.389,32.002,209.526,37.34,7694.904,1371.323,11.365,59.679,26.603,25.817,122.862,55.664,9.92,689.415,2.128,1.641,441.822,78.738,3.019,5.347,34.74,-12.0,-113.154,786.963,1503.155,267.88,4415.883,81.534,34.248,-8.082,-90.933,926.51,1634.066,291.21,5198.924,88.635,40.321,37.85,10.33,136.173,23.098,40.254,80.129,14.28,225.876,4.346,1.752,0.786,8.579,1099.673,91.689,16.34,6170.595,4.677,36.496,4582.979,816.741,4.973,47.857,28.801,9.022,,14.857,3.725,50.627,,161.613,2.746,,1.253,1843.592,2297.833,-10.334,-114.031,886.256,1553.937,276.93,4973.048,84.289,38.569,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3390.0,0.1,0.103,0.168,0.03,0.575,0.009,0.004;;;;;;;;;;;;,South America
Brazil,2002.0,96.65299,90.1,374.1,42.85,33.5,13.84,292.95,90.15546,13021.791,3.89,317760.0098,40.756653,3.053461857,2839.491501,25.0,8515770.0,-14.235004,-51.92528,BRA,180476688.0,1861742362624.0,8.37,5.892,422.667,76.281,56.905,10.27,2.971,3.246,97.304,-3.211,-4.778,797.944,144.01,50.533,9.12,11.132,2.984,165.08,29.793,2.638,6.128,382.28,2118.168,345.72,19.715,2.276,52.296,13021.791,1.262,-0.31,-4.246,196.48,35.46,7574.812,1367.077,10.257,58.17,18.151,22.301,145.163,68.762,12.41,804.328,20.813,16.388,527.081,95.126,3.59,6.177,33.64,6.8,48.093,835.056,1585.191,286.09,4626.945,82.752,35.532,6.897,56.543,983.053,1719.114,310.26,5446.98,89.743,41.83,36.56,9.564,-3.102,-1.5,38.753,76.686,13.84,214.727,4.003,1.649,-1.98,-21.769,1077.904,77.184,13.93,5972.539,11.932,97.454,5065.45,914.196,4.029,45.866,32.784,10.27,,13.829,3.983,56.906,,181.655,2.971,,1.395,1915.594,2350.13,7.308,58.043,944.3,1642.428,296.42,5232.252,85.74,40.181,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.785,0.076,0.178,0.332,0.06,0.987,0.017,0.008;;;;;;;;;;;;,South America
Brazil,2003.0,96.980095,90.6,387.32,45.11,31.62,13.4,313.88,91.18975,13111.923,3.91,310809.9976,42.284126,1.140828999,3070.436419,25.0,8515770.0,-14.235004,-51.92528,BRA,182629280.0,1904932683776.0,-4.67,-3.562,398.18,72.719,65.378,11.94,3.277,3.037,90.672,3.756,5.408,818.153,149.419,49.335,9.01,-8.716,-2.597,148.915,27.196,2.473,6.24,402.58,2204.356,364.39,20.659,1.893,44.491,13111.923,1.257,-0.509,-6.964,182.939,33.41,7447.397,1360.113,9.169,56.799,11.925,17.31,162.473,71.785,13.11,889.632,8.636,8.215,565.852,103.341,3.598,6.785,33.04,6.824,51.269,886.324,1673.445,305.62,4853.133,83.872,37.013,4.438,51.455,1034.508,1812.305,330.98,5664.525,90.831,43.201,38.19,9.486,-3.455,-1.579,37.175,73.154,13.36,203.552,3.666,1.552,-2.754,-29.683,1048.221,61.819,11.29,5739.612,3.7,33.824,5190.948,948.019,3.098,43.774,38.113,11.939,,16.254,5.329,65.375,,208.692,3.277,,1.592,1995.244,2394.621,4.731,53.034,997.334,1739.151,317.62,5460.973,87.165,41.649,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.177,0.329,0.06,0.969,0.016,0.007;;;;;;;;;;;;,South America
Brazil,2004.0,96.76511,91.1,392.57,45.18,40.14,11.6,329.43,89.46926,13593.7,3.9,328519.989,42.286156,5.759964637,3637.31389,25.0,8515770.0,-14.235004,-51.92528,BRA,184722048.0,2038447996928.0,11.321,8.232,438.235,80.952,67.778,12.52,3.231,3.224,101.783,4.844,7.238,848.068,156.657,56.138,10.37,15.965,4.342,170.732,31.538,2.676,6.239,424.87,2300.05,387.49,20.84,4.862,116.435,13593.7,1.232,5.392,73.333,230.075,42.5,7760.017,1433.446,10.968,57.085,18.927,30.752,193.225,104.265,19.26,1046.03,9.983,10.317,615.291,113.658,4.97,7.695,39.44,4.967,38.101,924.425,1736.663,320.8,5004.411,82.789,36.814,5.51,43.102,1077.61,1867.617,344.99,5833.684,89.032,42.915,37.38,8.798,-13.078,-5.068,32.107,62.851,11.61,173.812,2.996,1.279,3.372,35.343,1083.564,69.672,12.87,5865.918,-0.749,-7.104,5093.679,940.915,3.321,43.152,39.951,12.515,,4.821,1.837,67.751,,216.274,3.23,,1.591,2097.692,2511.056,6.146,48.17,1045.503,1804.766,333.38,5659.872,86.036,41.636,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.176,0.325,0.06,0.952,0.015,0.007;;;;;;;;;;;;,South America
Brazil,2005.0,97.09351,91.6,399.88,46.13,39.56,9.2,346.96,90.00303,13792.465,3.88,331690.0024,43.1457,3.202132062,4790.456566,25.0,8515770.0,-14.235004,-51.92528,BRA,186797344.0,2129214439424.0,5.234,4.237,456.051,85.189,73.02,13.64,3.384,3.307,98.891,-3.557,-5.572,808.816,151.085,57.174,10.68,4.861,1.533,177.043,33.071,2.65,5.864,442.11,2366.79,403.07,21.211,2.602,65.34,13792.465,1.21,1.436,20.586,225.003,42.03,7784.008,1454.032,10.427,56.437,4.164,8.046,201.271,100.697,18.81,1077.484,-1.094,-1.243,601.799,112.414,4.667,7.812,39.86,5.193,41.853,966.278,1806.557,337.46,5172.87,83.722,37.505,4.766,44.754,1122.364,1932.79,361.04,6008.456,89.573,43.563,39.04,8.83,-15.124,-5.028,27.079,52.731,9.85,144.963,2.444,1.051,1.672,18.112,1101.676,67.132,12.54,5897.709,9.984,93.939,5539.982,1034.854,3.111,42.76,43.551,13.643,,9.013,3.601,73.037,,233.148,3.385,,1.69,2157.793,2576.396,5.324,49.782,1095.285,1880.059,351.19,5863.493,87.129,42.512,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.295,0.09,0.266,0.482,0.09,1.424,0.022,0.01;;;;;;;;;;;;,South America
Brazil,2006.0,97.594315,92.1,412.49,46.67,39.4,12.98,359.55,90.43527,14020.683,3.86,335619.9951,43.045963,3.961988709,5886.391522,25.0,8515770.0,-14.235004,-51.92528,BRA,188820688.0,2240805339136.0,-3.884,-3.309,433.642,81.881,78.646,14.85,3.54,3.093,95.959,-1.397,-2.111,788.971,148.974,55.449,10.47,-0.089,-0.029,174.99,33.042,2.496,5.627,460.61,2439.404,419.45,21.544,2.756,70.999,14020.683,1.181,2.295,33.37,221.427,41.81,7877.327,1487.402,9.968,56.184,5.18,10.427,211.698,96.706,18.26,1121.158,2.109,2.37,607.903,114.785,4.353,7.996,40.25,3.363,26.214,992.493,1847.255,348.8,5256.271,83.157,37.489,2.977,37.629,1159.993,1999.993,377.64,6143.356,90.032,43.816,41.16,8.936,39.565,10.476,37.555,72.82,13.75,198.891,3.278,1.419,2.274,25.054,1126.731,69.272,13.08,5967.199,5.68,58.779,5791.913,1093.633,3.118,42.56,47.39,14.846,,8.815,3.839,78.623,,250.981,3.539,,1.79,2221.42,2647.395,2.151,27.153,1122.438,1927.172,363.89,5944.465,86.754,42.398,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.113,0.408,0.674,1.271,0.24,3.571,0.057,0.025;;;;;;;;;;;;,South America
Brazil,2007.0,98.12538,92.6,427.18,47.19,37.64,11.65,387.88,91.390076,14770.351,3.84,352559.9976,44.380226,6.069870607,7348.187963,25.0,8515770.0,-14.235004,-51.92528,BRA,190779456.0,2405626806272.0,31.998,26.2,566.521,108.08,94.664,18.06,4.057,3.836,90.913,5.973,8.898,827.509,157.872,52.836,10.08,2.943,0.972,178.29,34.014,2.264,5.603,483.98,2536.856,445.15,21.48,6.44,170.484,14770.351,1.171,4.826,71.778,209.981,40.06,8172.684,1559.18,8.999,55.332,2.985,6.319,218.016,81.246,15.5,1142.766,0.691,0.793,605.817,115.577,3.482,7.737,40.47,7.227,65.08,1057.573,1960.484,374.02,5543.432,84.021,37.531,11.675,98.707,1258.699,2123.342,405.09,6597.667,91.001,44.668,38.83,8.023,-10.21,-4.045,33.51,64.734,12.35,175.645,2.774,1.189,5.02,56.562,1183.292,75.899,14.48,6202.409,1.416,15.482,5813.595,1109.115,3.253,41.992,57.662,18.063,,21.675,10.272,94.682,,302.245,4.058,,2.046,2333.323,2817.879,12.35,102.752,1225.19,2058.607,392.74,6422.022,88.226,43.479,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.655,1.2,1.874,3.459,0.66,9.823,0.148,0.067;;;;;;;;;;;;,South America
