country,year,Access to electricity (% of population),Access to clean fuels for cooking,Renewable-electricity-generating-capacity-per-capita,Renewable energy share in the total final energy consumption (%),Electricity from fossil fuels (TWh),Electricity from nuclear (TWh),Electricity from renewables (TWh),Low-carbon electricity (% electricity),Primary energy consumption per capita (kWh/person),Energy intensity level of primary energy (MJ/$2017 PPP GDP),Value_co2_emissions_kt_by_country,Renewables (% equivalent primary energy),gdp_growth,gdp_per_capita,Density\n(P/Km2),Land Area(Km2),Latitude,Longitude,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_demand_per_capita,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy,continent
New Zealand,2003,100.0,100.0,,28.35,12.62,0.0,26.9,68.0668,56734.85,4.94,33400.00153,34.357147,4.54980201,21913.70817,18,268838.0,-40.900557,174.885971,NZL,4019944.0,118221537280.0,,0.0,0.0,0.0,136.818,0.55,1.362,0.0,232.351,44.324,7.056,5715.112,22.974,818.419,3.29,13.546,4.49,9362.079,37.635,8.15,10.073,40.37,10042.429,40.37,22.876,-3.069,-7.221,56734.852,1.929,-1.828,-2.789,3405.52,13.69,37262.953,149.795,33.911,65.679,-24.599,-14.558,44.624,2415.457,9.71,11100.662,-23.559,-15.357,12395.258,49.828,24.053,19.566,9.38,-5.026,-4.091,68.509,5818.489,23.39,17042.287,57.939,30.038,-4.753,-4.433,78.276,6636.909,26.68,19471.902,66.089,34.321,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.083,4.713,82.197,171.644,0.69,20447.178,-23.524,-4.97,4019.399,16.158,1.709,36.04,9.342,3.14,2.59,-2.684,-0.313,781.105,644.288,2323.894,7.778,6.416,4.096,10042.429,228.071,-4.753,-4.433,78.276,6636.909,26.68,19471.902,66.089,34.321,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.751,-0.029,0.425,37.314,0.15,105.72,0.372,0.186,Oceania
New Zealand,2004,100.0,100.0,,30.76,10.91,0.0,30.61,73.7235,57499.695,4.87,32840.00015,37.794468,4.028139435,25420.23488,18,268838.0,-40.900557,174.885971,NZL,4081415.0,123732221952.0,,0.0,0.0,0.0,156.808,0.64,1.514,0.0,205.347,3.326,0.764,5816.284,23.739,1011.904,4.13,1.104,0.415,9322.839,38.05,9.771,10.115,42.27,10356.702,42.27,24.005,2.898,6.609,57499.695,1.897,-2.875,-4.307,2859.302,11.67,35646.418,145.488,27.608,61.994,-8.753,-3.906,40.718,1680.79,6.86,9976.481,-12.132,-6.045,10727.374,43.783,16.229,17.35,8.68,15.313,9.987,78.496,6608.002,26.97,19232.656,63.804,33.448,14.606,10.916,89.192,7497.4,30.6,21853.275,72.392,38.006,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.418,-1.166,81.031,166.609,0.68,19853.652,-14.548,-2.351,3382.933,13.807,1.609,34.528,9.654,3.27,2.63,3.603,0.312,801.193,644.384,2365.358,7.736,6.222,4.114,10356.702,234.68,14.606,10.916,89.192,7497.4,30.6,21853.275,72.392,38.006,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.714,0.617,1.042,88.205,0.36,255.26,0.852,0.444,Oceania
New Zealand,2005,100.0,100.0,,29.46,13.93,0.0,27.6,66.457985,55352.246,4.6,34229.99954,34.682922,3.321144113,27751.06547,18,268838.0,-40.900557,174.885971,NZL,4132782.0,127087214592.0,,0.0,0.0,0.0,164.538,0.68,1.601,0.0,255.65,11.327,2.689,6394.596,26.427,1270.331,5.25,1.788,0.681,9371.623,38.731,12.359,11.553,42.48,10278.791,42.48,24.027,-2.523,-5.921,55352.246,1.8,2.719,3.955,3658.552,15.12,36160.438,149.443,35.593,65.328,-7.716,-3.142,37.576,2240.622,9.26,9092.239,-4.653,-2.037,10101.115,41.746,21.798,16.426,10.86,-14.363,-11.7,66.796,5587.036,23.09,16162.585,54.355,29.2,-10.475,-9.877,79.316,6620.238,27.36,19191.807,64.407,34.672,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.44,4.408,85.439,147.6,0.61,20673.602,-0.969,-0.134,3308.51,13.673,1.436,37.349,10.76,3.66,2.98,12.161,1.106,885.602,721.064,2603.543,8.616,7.015,4.704,10278.791,228.759,-10.475,-9.877,79.316,6620.238,27.36,19191.807,64.407,34.672,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.937,0.717,1.759,147.6,0.61,425.68,1.436,0.769,Oceania
New Zealand,2006,100.0,100.0,,29.59,13.99,0.0,28.08,66.7459,55087.375,4.47,34270.00046,34.811123,2.880937844,26654.5932,18,268838.0,-40.900557,174.885971,NZL,4179986.0,130823651328.0,,0.0,0.0,0.0,177.034,0.74,1.719,0.0,250.232,-1.536,-0.406,6225.266,26.022,1169.86,4.89,7.605,2.945,9970.446,41.676,11.362,11.301,43.04,10296.686,43.04,24.201,0.658,1.506,55087.375,1.76,0.35,0.523,3626.806,15.16,35877.098,149.966,35.223,65.128,1.539,0.578,38.154,2299.051,9.61,9127.883,2.599,1.085,10246.646,42.831,22.328,16.57,10.77,1.053,0.279,67.075,5583.75,23.34,16046.789,54.229,29.13,1.865,0.983,80.299,6669.879,27.88,19210.275,64.777,34.872,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.35,85.79,157.895,0.66,20523.949,-8.066,-1.103,3007.307,12.571,1.533,37.257,11.453,3.92,3.18,6.934,0.693,937.802,760.768,2739.929,9.108,7.388,4.974,10296.686,230.264,1.865,0.983,80.299,6669.879,27.88,19210.275,64.777,34.872,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.275,0.011,1.77,148.326,0.62,423.556,1.441,0.769,Oceania
New Zealand,2007,100.0,100.0,,29.35,13.95,0.0,28.46,67.10681,54356.55,4.39,33270.00046,35.406635,3.027510555,32479.98174,18,268838.0,-40.900557,174.885971,NZL,4221495.0,136252907520.0,,0.013,3.064,0.013,175.293,0.74,1.706,0.006,227.755,-24.213,-6.301,4671.566,19.721,604.051,2.55,-16.805,-7.004,8213.362,34.673,5.878,8.595,43.38,10275.981,43.38,24.581,-0.349,-0.805,54355.105,1.684,-1.272,-1.907,3546.137,14.97,35072.484,148.058,34.509,64.525,10.478,3.998,42.152,2797.587,11.81,9985.162,10.117,4.333,11172.366,47.164,27.225,18.37,9.88,0.285,-0.229,66.846,5543.06,23.4,15834.762,53.942,29.132,2.045,1.103,81.401,6729.843,28.41,19282.623,65.491,35.475,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.461,0.395,86.185,144.499,0.61,20415.756,104.226,13.102,6081.321,25.672,1.406,37.56,11.903,4.09,3.35,4.588,0.45,968.851,793.558,2819.667,9.428,7.722,5.187,10275.981,229.46,2.045,1.103,81.401,6729.843,28.41,19282.623,65.491,35.475,,0.01,0.01,0.0,0.0,2.281,0.0,0.004,49.446,0.859,2.629,217.932,0.92,622.847,2.121,1.146,Oceania
New Zealand,2008,100.0,100.0,,28.39,14.42,0.0,27.97,65.982544,54010.57,4.49,34169.99817,34.397457,-1.115041324,31252.96256,18,268838.0,-40.900557,174.885971,NZL,4260235.0,135932633088.0,140.716,0.018,7.309,0.031,171.352,0.73,1.682,0.014,248.214,24.093,4.751,5744.371,24.472,995.25,4.24,0.182,0.063,8153.457,34.736,9.772,10.636,43.39,10184.885,43.39,24.291,0.274,0.629,54008.586,1.693,1.802,2.668,3642.991,15.52,35379.906,150.727,35.769,65.508,-7.371,-3.107,39.045,2478.737,10.56,9165.032,-5.68,-2.679,10441.973,44.485,24.337,16.97,10.77,-5.47,-4.049,62.797,5192.202,22.12,14740.341,50.979,27.293,-1.774,-2.039,79.363,6541.893,27.87,18628.678,64.231,34.492,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.188,1.024,87.209,169.005,0.72,20470.502,41.315,10.607,8515.689,36.279,1.659,37.902,13.55,4.7,3.97,14.903,1.647,1103.225,931.874,3180.589,10.832,9.15,5.889,10184.885,230.089,-1.774,-2.039,79.363,6541.893,27.87,18628.678,64.231,34.492,1.46,0.0,0.01,0.0,0.0,2.279,0.0,0.004,13.827,0.345,2.974,246.465,1.05,698.16,2.42,1.293,Oceania
New Zealand,2009,100.0,100.0,,30.56,11.49,0.0,30.68,72.75314,53337.418,4.52,31170.00008,37.898605,-0.135169931,28209.36233,18,268838.0,-40.900557,174.885971,NZL,4302884.0,136500723712.0,2.424,0.001,7.412,0.032,176.626,0.76,1.769,0.014,197.439,-23.101,-5.653,4373.566,18.819,634.458,2.73,-6.971,-2.421,7509.884,32.314,6.356,8.199,42.95,9981.678,42.95,24.798,-0.246,-0.566,53341.805,1.681,-5.537,-8.346,2826.011,12.16,33089.496,142.38,28.312,62.033,2.801,1.094,40.139,2059.084,8.86,9328.381,4.474,1.99,10801.051,46.476,20.629,17.488,8.48,8.368,4.835,67.632,5573.006,23.98,15717.909,55.832,29.466,10.513,7.781,87.143,7155.666,30.79,20252.309,71.688,37.967,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.342,-3.787,83.422,132.469,0.57,19387.551,-6.944,-2.519,7845.804,33.76,1.327,36.346,15.346,5.35,4.59,14.093,1.796,1243.352,1066.726,3566.387,12.456,10.687,6.686,9981.678,229.524,10.513,7.781,87.143,7155.666,30.79,20252.309,71.688,37.967,3.885,0.0,0.01,0.0,0.0,2.33,0.0,0.004,39.492,1.149,4.123,339.307,1.46,958.271,3.399,1.796,Oceania
New Zealand,2010,100.0,100.0,,31.68,11.27,0.0,32.3,74.133575,54097.28,4.62,31049.99924,38.817486,1.527994135,33676.77412,18,268838.0,-40.900557,174.885971,NZL,4346345.0,139478810624.0,52.675,0.017,11.203,0.049,177.16,0.77,1.738,0.021,179.869,-14.597,-2.747,3697.815,16.072,326.711,1.42,19.385,6.264,8876.001,38.578,3.205,6.835,44.31,10194.772,44.31,25.127,2.443,5.606,54098.344,1.686,1.063,1.513,2740.233,11.91,33106.832,143.894,26.879,61.197,9.021,3.621,43.76,2263.971,9.84,10068.227,7.279,3.383,11471.402,49.859,22.207,18.611,7.97,2.102,0.998,68.63,5632.319,24.48,15790.364,55.247,29.188,5.471,4.093,91.236,7454.54,32.4,20991.518,73.121,38.803,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.766,0.639,84.062,149.551,0.65,19340.787,-2.1,-0.709,7604.207,33.051,1.467,35.751,18.003,6.3,5.53,18.382,2.657,1449.494,1272.333,4142.002,14.218,12.48,7.656,10194.772,235.13,5.471,4.093,91.236,7454.54,32.4,20991.518,73.121,38.803,6.648,0.001,0.011,0.0,0.0,2.445,0.0,0.005,10.885,0.421,4.544,372.727,1.62,1045.502,3.656,1.933,Oceania
New Zealand,2011,100.0,100.0,,32.65,10.07,0.0,33.18,76.71677,53886.934,4.51,30290.00092,39.533886,2.256736921,38387.62708,18,268838.0,-40.900557,174.885971,NZL,4381274.0,142521892864.0,21.998,0.011,13.559,0.059,173.466,0.76,1.733,0.025,166.439,1.23,0.198,3713.453,16.27,367.473,1.61,-7.705,-2.972,8126.83,35.606,3.671,6.891,43.86,10010.787,43.86,24.924,0.411,0.967,53887.789,1.657,-0.909,-1.308,2403.41,10.53,32544.32,142.586,24.008,60.393,-8.1,-3.544,40.215,1905.838,8.35,9178.951,-9.704,-4.838,10275.656,45.02,19.038,17.033,7.3,1.554,0.641,69.272,5674.149,24.86,15810.847,56.68,29.34,3.161,2.275,93.512,7607.377,33.33,21343.469,75.992,39.607,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.425,2.039,86.1,130.099,0.57,19651.918,-13.847,-4.577,6498.992,28.474,1.3,36.468,18.77,6.53,5.77,4.973,0.767,1490.434,1316.969,4284.108,14.888,13.155,7.95,10010.787,236.097,3.161,2.275,93.512,7607.377,33.33,21343.469,75.992,39.607,7.793,0.001,0.011,0.0,0.0,2.598,0.0,0.005,19.548,0.855,5.399,442.794,1.94,1232.356,4.423,2.287,Oceania
New Zealand,2012,100.0,100.0,,31.02,11.74,0.0,31.4,72.78628,53929.51,4.63,32110.00061,36.91487,2.24064087,39973.38076,18,268838.0,-40.900557,174.885971,NZL,4410285.0,146280660992.0,22.572,0.013,16.51,0.073,181.394,0.8,1.829,0.031,199.086,24.6,4.002,4596.535,20.272,666.624,2.94,-0.777,-0.276,8010.68,35.329,6.72,8.523,43.75,9919.993,43.75,24.12,0.741,1.75,53930.219,1.626,5.152,7.345,2804.807,12.37,33995.746,149.931,28.274,63.037,11.019,4.431,44.647,1997.603,8.81,10123.306,10.485,4.72,11278.35,49.741,20.137,18.771,8.71,-8.817,-6.49,62.781,5140.257,22.67,14235.17,51.817,26.396,-5.367,-5.595,87.917,7115.186,31.38,19934.475,71.726,36.963,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.264,-1.088,85.012,140.58,0.62,19275.906,-8.547,-2.434,5904.424,26.04,1.417,35.742,19.349,6.65,5.85,3.594,0.579,1507.839,1326.445,4387.132,15.2,13.371,8.135,9919.993,237.848,-5.367,-5.595,87.917,7115.186,31.38,19934.475,71.726,36.963,16.867,0.002,0.013,0.0,0.0,2.998,0.0,0.006,6.232,0.302,5.701,467.09,2.06,1292.665,4.709,2.397,Oceania
New Zealand,2013,100.0,100.0,,30.36,10.55,0.0,31.82,75.10031,53825.684,4.55,31889.99939,36.921745,2.695783859,42976.64959,18,268838.0,-40.900557,174.885971,NZL,4450641.0,149512486912.0,-64.332,-0.047,5.835,0.026,179.749,0.8,1.874,0.011,177.518,-11.812,-2.395,4016.838,17.878,393.202,1.75,-5.1,-1.802,7533.229,33.528,4.098,7.462,42.7,9594.124,42.7,23.374,0.723,1.72,53827.734,1.602,0.696,1.043,2476.048,11.02,33921.879,150.974,25.808,63.019,5.416,2.418,47.065,1939.046,8.63,10574.858,4.616,2.296,11692.008,52.037,20.211,19.646,7.58,0.578,-0.017,62.764,5122.857,22.8,14102.203,53.396,26.199,1.308,0.677,88.594,7118.076,31.68,19905.852,74.192,36.981,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.199,1.019,86.032,143.8,0.64,19330.182,-14.401,-3.75,5008.31,22.29,1.499,35.911,20.275,6.87,6.07,5.449,0.927,1543.598,1363.849,4555.587,16.089,14.215,8.463,9594.124,239.568,1.308,0.677,88.594,7118.076,31.68,19905.852,74.192,36.981,38.96,0.005,0.018,2.247,0.01,4.104,0.023,0.008,-2.757,-0.191,5.51,449.373,2.0,1238.123,4.684,2.3,Oceania
New Zealand,2014,100.0,100.0,,31.09,8.66,0.0,34.0,79.69995,55530.688,4.61,31969.99931,37.536892,3.813831016,44572.89875,18,268838.0,-40.900557,174.885971,NZL,4514198.0,154423001088.0,18.921,0.005,6.842,0.031,177.219,0.8,1.864,0.012,148.882,-7.65,-1.368,3657.323,16.51,296.841,1.34,-14.408,-4.831,6357.052,28.697,3.122,6.586,42.92,9507.779,42.92,22.531,4.637,11.109,55530.719,1.623,3.671,5.542,1987.064,8.97,34671.969,156.516,20.899,62.437,11.101,5.225,52.29,1550.663,7.0,11583.404,9.009,4.688,12565.895,56.725,16.309,20.859,6.39,5.597,3.116,65.88,5332.066,24.07,14593.955,56.081,26.281,6.981,5.567,94.161,7520.716,33.95,20858.748,79.101,37.563,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.958,1.685,87.716,139.56,0.63,19431.24,17.007,3.791,5777.589,26.081,1.468,34.992,22.209,7.67,6.87,10.358,1.934,1699.084,1521.865,4919.832,17.87,16.007,8.86,9507.779,250.677,6.981,5.567,94.161,7520.716,33.95,20858.748,79.101,37.563,180.481,0.033,0.051,4.43,0.02,11.281,0.047,0.02,9.35,0.479,5.99,485.136,2.19,1326.839,5.103,2.389,Oceania
New Zealand,2015,100.0,100.0,,31.24,8.42,0.0,34.92,80.57221,54939.43,4.49,32279.99878,38.129433,3.707375818,38630.72659,18,268838.0,-40.900557,174.885971,NZL,4590591.0,160782204928.0,-0.357,-0.0,6.704,0.031,178.626,0.82,1.882,0.012,143.218,0.991,0.164,3632.098,16.673,267.939,1.23,-17.391,-4.991,5164.085,23.706,2.823,6.611,43.57,9491.152,43.57,22.821,0.605,1.517,54937.031,1.569,-0.331,-0.518,1890.824,8.68,33982.074,155.998,19.922,61.856,-8.168,-4.271,48.019,1481.291,6.8,10460.288,-7.802,-4.426,11392.699,52.299,15.607,19.041,6.24,0.871,0.178,66.058,5289.08,24.28,14389.97,55.726,26.194,2.802,2.035,96.196,7600.328,34.89,20954.959,80.078,38.144,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.092,3.589,91.305,141.594,0.65,19889.688,2.255,0.588,5809.581,26.669,1.492,36.205,23.641,8.23,7.41,7.129,1.432,1792.797,1614.171,5149.827,18.889,17.007,9.374,9491.152,252.193,2.802,2.035,96.196,7600.328,34.89,20954.959,80.078,38.144,95.808,0.048,0.099,8.713,0.04,21.592,0.092,0.039,6.929,0.377,6.367,509.738,2.34,1386.866,5.371,2.524,Oceania
New Zealand,2016,100.0,100.0,,31.83,6.73,0.0,36.2,84.32332,54612.46,4.27,31190.00053,38.99087,3.730079893,40080.49411,18,268838.0,-40.900557,174.885971,NZL,4668088.0,167418118144.0,11.422,0.004,7.346,0.034,173.519,0.81,1.877,0.013,114.716,-17.257,-2.877,2955.414,13.796,94.257,0.44,-16.135,-3.825,4258.942,19.881,1.02,5.396,43.15,9243.613,43.15,22.387,1.385,3.492,54773.031,1.527,0.209,0.326,1448.13,6.76,33487.688,156.323,15.666,61.139,-0.094,-0.045,47.974,1223.199,5.71,10276.934,2.261,1.182,11456.852,53.482,13.233,18.763,4.95,5.728,3.371,69.429,5496.897,25.66,14873.135,59.467,27.154,3.875,3.166,99.362,7795.482,36.39,21285.342,84.334,38.861,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.558,3.248,94.554,130.674,0.61,20255.34,-14.091,-3.758,4908.086,22.911,1.414,36.98,23.48,8.35,7.54,-0.15,-0.161,1788.741,1615.222,5029.943,19.351,17.474,9.183,9243.613,255.685,3.875,3.166,99.362,7795.482,36.39,21285.342,84.334,38.861,54.185,0.053,0.152,12.853,0.06,32.546,0.139,0.059,-0.988,-0.1,6.266,496.991,2.32,1342.373,5.377,2.451,Oceania
New Zealand,2017,100.0,100.0,,30.22,7.98,0.0,35.33,81.5747,54745.46,4.13,32930.00031,37.083,3.613281553,42992.89527,18,268838.0,-40.900557,174.885971,NZL,4746253.0,174187921408.0,-24.369,-0.008,5.464,0.026,168.554,0.8,1.832,0.01,131.929,5.366,0.74,3062.704,14.536,122.202,0.58,1.232,0.245,4240.401,20.126,1.328,5.594,43.66,9198.836,43.66,21.928,1.628,4.161,54747.777,1.492,4.668,7.297,1727.679,8.2,34473.633,163.621,18.781,62.968,4.059,1.947,49.921,1470.634,6.98,10517.985,,,,,15.987,19.212,5.76,-2.927,-2.429,67.0,5252.564,24.93,14116.452,57.1,25.785,-2.587,-3.136,96.226,7471.156,35.46,20274.141,81.219,37.032,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.875,4.609,99.163,134.843,0.64,20892.943,,,,,1.466,38.162,23.43,8.38,7.58,0.351,-0.05,1765.603,1597.049,4936.48,19.194,17.361,9.017,9198.836,259.847,-2.587,-3.136,96.226,7471.156,35.46,20274.141,81.219,37.032,35.963,0.053,0.205,16.855,0.08,43.265,0.183,0.079,-10.668,-0.701,5.565,436.133,2.07,1172.48,4.741,2.142,Oceania
New Zealand,2018,100.0,100.0,,30.73,7.13,0.0,36.3,83.58278,53424.1,3.93,32360.00061,38.162262,3.20574788,43306.07,18,268838.0,-40.900557,174.885971,NZL,4838528.0,181445771264.0,30.096,0.008,6.973,0.034,159.139,0.77,1.761,0.013,123.942,7.818,1.136,3239.17,15.673,202.541,0.98,9.846,1.982,4569.065,22.108,2.241,6.064,43.73,9037.872,43.73,22.238,-0.53,-1.377,53419.141,1.425,-2.124,-3.475,1500.456,7.26,33098.059,160.146,16.602,61.959,-9.812,-4.898,45.023,1169.777,5.66,9305.034,,,,,12.943,17.419,5.42,4.285,2.462,69.462,5379.735,26.03,14356.113,59.524,26.874,2.774,2.098,98.324,7537.417,36.47,20321.08,83.398,38.041,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.287,99.45,128.138,0.62,20553.852,,,,,1.418,38.477,23.09,8.29,7.52,-0.879,-0.34,1713.331,1554.192,4772.09,18.957,17.196,8.933,9037.872,258.47,2.774,2.098,98.324,7537.417,36.47,20321.08,83.398,38.041,30.668,0.061,0.267,20.667,0.1,55.131,0.229,0.103,-1.104,-0.094,5.471,423.683,2.05,1130.772,4.688,2.117,Oceania
New Zealand,2019,100.0,100.0,,29.65,7.84,0.0,35.97,82.10454,53259.336,4.02,34009.99832,36.76238,1.633932613,42755.21626,18,268838.0,-40.900557,174.885971,NZL,4959033.0,187274510336.0,40.398,0.014,9.552,0.047,159.305,0.79,1.806,0.018,134.171,6.223,0.975,3357.125,16.648,320.627,1.59,-5.97,-1.32,4191.871,20.788,3.634,6.314,43.75,8822.284,43.75,21.578,2.018,5.215,53172.613,1.408,4.056,6.496,1550.706,7.69,33603.637,166.642,17.577,63.197,6.711,3.021,48.044,1092.955,5.42,9688.184,,,,,12.389,18.22,5.87,-2.498,-1.985,67.477,5105.834,25.32,13606.955,57.874,25.59,-0.921,-1.281,97.043,7271.579,36.06,19568.977,82.423,36.803,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.513,2.499,101.949,137.124,0.68,20558.328,,,,,1.554,38.663,23.235,8.38,7.59,0.937,0.145,1689.846,1530.54,4685.406,19.154,17.349,8.812,8822.284,263.685,-0.921,-1.281,97.043,7271.579,36.06,19568.977,82.423,36.803,27.003,0.071,0.338,26.215,0.13,68.065,0.297,0.128,9.077,0.475,5.946,449.684,2.23,1198.999,5.097,2.255,Oceania
New Zealand,2020,100.0,100.0,,,8.42,0.0,34.77,80.504745,47384.516,,,39.064182,1.862851533,41441.46667,18,268838.0,-40.900557,174.885971,NZL,5061130.0,184971345920.0,80.401,0.038,16.884,0.085,154.116,0.78,1.799,0.036,142.561,-5.335,-0.888,3113.929,15.76,335.893,1.7,-8.535,-1.774,3756.76,19.013,3.922,6.587,43.35,8565.281,43.35,23.965,-9.264,-24.428,47273.441,1.293,-12.551,-20.916,1634.023,8.27,28793.119,145.726,19.077,60.908,-4.824,-2.318,45.726,1173.651,5.94,9034.809,,,,,13.702,19.112,6.18,-5.204,-3.746,63.731,4747.952,24.03,12592.265,55.433,26.637,-3.182,-3.512,93.531,6931.259,35.08,18480.322,80.923,39.092,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.371,-17.71,84.239,124.478,0.63,16644.381,,,,,1.453,35.209,23.237,8.61,7.83,0.372,0.002,1701.201,1547.085,4591.293,19.862,18.062,9.712,8565.281,239.257,-3.182,-3.512,93.531,6931.259,35.08,18480.322,80.923,39.092,25.885,0.086,0.423,31.613,0.16,83.646,0.369,0.177,2.199,0.108,6.054,450.492,2.28,1196.234,5.26,2.53,Oceania
